cod_cliente,primeiro_nome,ultimo_nome,email,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento,endereco,cep,idade,estado,cod_proposta,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
419,Amanda,Fernandes,aragaonicolas@example.net,PF,2013-05-01 15:18:00 UTC,742.569.810-20,1997-01-06,"Vereda Fogaça, 13 Vila Da Luz 75689427 Silva / AM",82890534,28,AM,1008,69,2013-09-10 04:12:25+00:00,0.01,79156.38,108353.50,29197.12,1128.18,108,5,Enviada
432,Gabrielly,Fernandes,isadoracastro@example.com,PF,2011-04-27 12:38:00 UTC,650.849.132-60,1979-08-14,"Trecho de Jesus, 38 Floresta 36618215 Barbosa de Melo / AM",69614-039,46,AM,157,87,2014-12-05 01:58:14+00:00,0.02,34704.05,61034.51,26330.46,2047.36,20,4,Enviada
434,Daniel,Fernandes,carvalhogustavo-henrique@example.com,PF,2021-08-02 15:38:00 UTC,928.563.047-29,1981-05-26,"Largo Oliveira, 500 Barão Homem De Melo 3ª Seção 02940978 Gonçalves / SP",01623853,44,SP,187,81,2013-06-07 05:52:56+00:00,0.01,14794.21,25661.59,10867.38,269.24,97,5,Enviada
434,Daniel,Fernandes,carvalhogustavo-henrique@example.com,PF,2021-08-02 15:38:00 UTC,928.563.047-29,1981-05-26,"Largo Oliveira, 500 Barão Homem De Melo 3ª Seção 02940978 Gonçalves / SP",01623853,44,SP,761,37,2011-04-19 07:07:17+00:00,0.02,66852.92,104830.16,37977.24,2198.50,51,3,Validação documentos
517,Pedro Lucas,Fernandes,sarahrocha@example.net,PF,2020-12-11 15:57:00 UTC,128.304.976-78,1999-11-16,"Conjunto de Ribeiro, 83 Ventosa 23608423 Fernandes / ES",12242-958,26,ES,279,53,2012-01-25 05:11:57+00:00,0.01,84614.58,162394.06,77779.48,2235.01,46,0,Validação documentos
559,Clara,Fernandes,augustonascimento@example.org,PF,2011-02-05 14:40:00 UTC,487.623.901-04,1965-01-07,"Setor Davi Lucas Barbosa, 82 Santa Rita De Cássia 03726-574 Melo / CE",91130-743,60,CE,1250,72,2020-09-10 09:32:33+00:00,0.01,9183.70,18148.50,8964.80,204.13,73,6,Enviada
559,Clara,Fernandes,augustonascimento@example.org,PF,2011-02-05 14:40:00 UTC,487.623.901-04,1965-01-07,"Setor Davi Lucas Barbosa, 82 Santa Rita De Cássia 03726-574 Melo / CE",91130-743,60,CE,1110,85,2012-11-06 06:03:56+00:00,0.02,116305.09,212517.42,96212.33,4886.55,34,4,Enviada
559,Clara,Fernandes,augustonascimento@example.org,PF,2011-02-05 14:40:00 UTC,487.623.901-04,1965-01-07,"Setor Davi Lucas Barbosa, 82 Santa Rita De Cássia 03726-574 Melo / CE",91130-743,60,CE,1794,26,2019-04-24 10:21:51+00:00,0.01,12449.86,17115.37,4665.51,464.13,31,4,Em análise
577,Brenda,Fernandes,juliateixeira@example.com,PF,2016-03-15 16:07:00 UTC,039.461.875-01,1989-12-29,"Estação Freitas, 981 Trevo 83536-825 Barros de Cunha / RS",67308-317,36,RS,829,52,2022-11-07 12:31:27+00:00,0.02,62615.89,75752.37,13136.48,1594.18,72,5,Em análise
789,Maitê,Fernandes,bsales@example.net,PF,2021-09-04 14:30:00 UTC,861.974.305-84,1996-07-20,Esplanada de Sales Apolonia 85934554 Aragão de Nascimento / AM,00215118,29,AM,448,24,2017-11-11 05:58:58+00:00,0.02,32661.58,50022.95,17361.37,833.86,66,4,Enviada
789,Maitê,Fernandes,bsales@example.net,PF,2021-09-04 14:30:00 UTC,861.974.305-84,1996-07-20,Esplanada de Sales Apolonia 85934554 Aragão de Nascimento / AM,00215118,29,AM,1979,88,2018-05-18 22:57:27+00:00,0.01,33037.58,53902.25,20864.67,6877.51,5,3,Enviada
789,Maitê,Fernandes,bsales@example.net,PF,2021-09-04 14:30:00 UTC,861.974.305-84,1996-07-20,Esplanada de Sales Apolonia 85934554 Aragão de Nascimento / AM,00215118,29,AM,1960,22,2020-02-27 11:47:44+00:00,0.01,94618.14,139340.00,44721.86,1711.35,108,5,Aprovada
789,Maitê,Fernandes,bsales@example.net,PF,2021-09-04 14:30:00 UTC,861.974.305-84,1996-07-20,Esplanada de Sales Apolonia 85934554 Aragão de Nascimento / AM,00215118,29,AM,693,37,2010-08-17 16:35:43+00:00,0.01,97544.40,169529.40,71985.00,1843.72,104,2,Em análise
789,Maitê,Fernandes,bsales@example.net,PF,2021-09-04 14:30:00 UTC,861.974.305-84,1996-07-20,Esplanada de Sales Apolonia 85934554 Aragão de Nascimento / AM,00215118,29,AM,1488,96,2014-02-17 11:10:18+00:00,0.01,77679.07,101179.58,23500.51,1405.23,109,1,Validação documentos
9,Ana Lívia,Rodrigues,ana-carolinacardoso@example.com,PF,2022-12-08 11:21:00 UTC,426.180.953-24,2003-10-04,"Estrada de Costa, 56 Dona Clara 39213765 Cavalcanti / RN",29668-757,22,RN,1036,53,2021-02-12 15:45:40+00:00,0.01,7407.43,9572.69,2165.26,218.55,41,4,Enviada
72,Daniel,Rodrigues,marcelacarvalho@example.net,PF,2019-04-07 15:08:00 UTC,864.103.529-05,1991-02-17,"Estrada Gonçalves, 97 Vila Maria 10156-663 Rodrigues das Flores / PI",64726669,34,PI,962,16,2020-10-10 16:15:03+00:00,0.02,1649.37,2180.78,531.41,42.21,70,1,Aprovada
72,Daniel,Rodrigues,marcelacarvalho@example.net,PF,2019-04-07 15:08:00 UTC,864.103.529-05,1991-02-17,"Estrada Gonçalves, 97 Vila Maria 10156-663 Rodrigues das Flores / PI",64726669,34,PI,1031,70,2021-11-20 18:36:28+00:00,0.02,108182.03,193274.48,85092.45,3118.59,56,5,Aprovada
72,Daniel,Rodrigues,marcelacarvalho@example.net,PF,2019-04-07 15:08:00 UTC,864.103.529-05,1991-02-17,"Estrada Gonçalves, 97 Vila Maria 10156-663 Rodrigues das Flores / PI",64726669,34,PI,1643,96,2010-10-18 00:39:23+00:00,0.02,77521.81,99610.52,22088.71,1722.77,118,2,Em análise
72,Daniel,Rodrigues,marcelacarvalho@example.net,PF,2019-04-07 15:08:00 UTC,864.103.529-05,1991-02-17,"Estrada Gonçalves, 97 Vila Maria 10156-663 Rodrigues das Flores / PI",64726669,34,PI,35,66,2020-04-06 01:33:38+00:00,0.01,4518.38,5668.80,1150.42,194.85,27,6,Validação documentos
285,Clara,Rodrigues,paragao@example.net,PF,2017-08-06 13:36:00 UTC,153.946.078-93,2005-10-20,Via Ian Pereira Vila Petropolis 33784870 Souza de Nogueira / PI,63949-164,20,PI,177,31,2019-06-20 19:30:30+00:00,0.01,86285.14,112021.34,25736.20,7291.15,13,3,Em análise
317,Benício,Rodrigues,ana-julia87@example.com,PF,2020-08-17 14:35:00 UTC,683.279.450-92,1999-09-30,"Condomínio Araújo, 62 São Jorge 1ª Seção 67770-816 Teixeira / MS",56004-247,26,MS,1739,26,2012-06-22 15:23:21+00:00,0.02,25262.26,29962.47,4700.21,708.64,64,3,Enviada
317,Benício,Rodrigues,ana-julia87@example.com,PF,2020-08-17 14:35:00 UTC,683.279.450-92,1999-09-30,"Condomínio Araújo, 62 São Jorge 1ª Seção 67770-816 Teixeira / MS",56004-247,26,MS,1033,14,2020-11-11 02:05:05+00:00,0.01,95334.49,131387.49,36053.00,1620.64,107,0,Aprovada
317,Benício,Rodrigues,ana-julia87@example.com,PF,2020-08-17 14:35:00 UTC,683.279.450-92,1999-09-30,"Condomínio Araújo, 62 São Jorge 1ª Seção 67770-816 Teixeira / MS",56004-247,26,MS,1593,19,2017-12-28 19:30:31+00:00,0.01,131054.29,225354.74,94300.45,2276.16,112,1,Validação documentos
332,Alexia,Rodrigues,alexandrenovaes@example.org,PF,2020-09-10 11:54:00 UTC,958.712.043-41,1964-01-22,Jardim Campos Vila Vista Alegre 72946-280 Freitas / RR,60379109,61,RR,1159,15,2017-08-14 11:30:11+00:00,0.01,12489.68,19344.59,6854.91,326.56,52,4,Enviada
332,Alexia,Rodrigues,alexandrenovaes@example.org,PF,2020-09-10 11:54:00 UTC,958.712.043-41,1964-01-22,Jardim Campos Vila Vista Alegre 72946-280 Freitas / RR,60379109,61,RR,275,48,2017-08-07 19:30:22+00:00,0.02,46387.89,88725.05,42337.16,978.15,94,0,Validação documentos
454,Lorena,Rodrigues,maria-alicecostela@example.net,PF,2022-09-12 13:27:00 UTC,547.826.319-28,1949-05-19,"Vereda Melo, 6 Lindéia 47435530 Cunha da Prata / PR",17495865,76,PR,1785,77,2017-03-21 17:15:13+00:00,0.01,125501.51,223824.71,98323.20,3753.22,43,4,Enviada
454,Lorena,Rodrigues,maria-alicecostela@example.net,PF,2022-09-12 13:27:00 UTC,547.826.319-28,1949-05-19,"Vereda Melo, 6 Lindéia 47435530 Cunha da Prata / PR",17495865,76,PR,4,92,2015-02-28 17:16:17+00:00,0.02,159503.55,230634.56,71131.01,5179.59,52,6,Enviada
454,Lorena,Rodrigues,maria-alicecostela@example.net,PF,2022-09-12 13:27:00 UTC,547.826.319-28,1949-05-19,"Vereda Melo, 6 Lindéia 47435530 Cunha da Prata / PR",17495865,76,PR,1199,38,2015-07-03 00:57:37+00:00,0.02,153068.18,186991.14,33922.96,156649.98,1,5,Aprovada
454,Lorena,Rodrigues,maria-alicecostela@example.net,PF,2022-09-12 13:27:00 UTC,547.826.319-28,1949-05-19,"Vereda Melo, 6 Lindéia 47435530 Cunha da Prata / PR",17495865,76,PR,1640,53,2022-11-19 04:22:11+00:00,0.02,135476.44,174381.78,38905.34,4225.57,51,0,Aprovada
471,Ana Sophia,Rodrigues,lara41@example.com,PF,2022-10-20 16:02:00 UTC,826.405.931-70,1979-02-27,"Vereda da Mata, 299 Outro 28267-434 Porto / MA",10973112,46,MA,1625,72,2021-05-05 09:01:14+00:00,0.02,74248.97,99675.37,25426.40,1717.17,95,3,Em análise
471,Ana Sophia,Rodrigues,lara41@example.com,PF,2022-10-20 16:02:00 UTC,826.405.931-70,1979-02-27,"Vereda da Mata, 299 Outro 28267-434 Porto / MA",10973112,46,MA,1288,34,2021-03-25 18:41:06+00:00,0.01,71697.99,118154.95,46456.96,1673.19,65,0,Validação documentos
471,Ana Sophia,Rodrigues,lara41@example.com,PF,2022-10-20 16:02:00 UTC,826.405.931-70,1979-02-27,"Vereda da Mata, 299 Outro 28267-434 Porto / MA",10973112,46,MA,1606,77,2018-09-14 00:20:00+00:00,0.02,100544.93,132337.01,31792.08,2635.70,109,3,Validação documentos
494,Raquel,Rodrigues,ppires@example.net,PF,2019-09-05 11:39:00 UTC,609.245.183-24,1949-01-23,"Via Lima, 4 Nova Pampulha 87659083 da Mata dos Dourados / PR",34903-374,76,PR,755,1,2021-08-10 04:24:02+00:00,0.02,122236.31,187154.36,64918.05,3673.52,56,0,Enviada
494,Raquel,Rodrigues,ppires@example.net,PF,2019-09-05 11:39:00 UTC,609.245.183-24,1949-01-23,"Via Lima, 4 Nova Pampulha 87659083 da Mata dos Dourados / PR",34903-374,76,PR,1938,58,2012-11-19 12:30:20+00:00,0.01,97385.49,166583.93,69198.44,1463.12,102,0,Em análise
494,Raquel,Rodrigues,ppires@example.net,PF,2019-09-05 11:39:00 UTC,609.245.183-24,1949-01-23,"Via Lima, 4 Nova Pampulha 87659083 da Mata dos Dourados / PR",34903-374,76,PR,1574,76,2017-06-29 15:17:51+00:00,0.01,113387.00,151837.65,38450.65,3793.55,38,3,Validação documentos
527,Yasmin,Rodrigues,tbarros@example.net,PF,2015-08-10 12:14:00 UTC,296.407.315-52,1966-02-15,"Residencial Pedro Henrique da Luz, 71 Vila Nossa Senhora Do Rosário Ápia 64249265 Monteiro / SE",48563-639,59,SE,1070,93,2022-04-13 23:49:59+00:00,0.02,163470.99,217503.14,54032.15,3986.42,95,0,Aprovada
527,Yasmin,Rodrigues,tbarros@example.net,PF,2015-08-10 12:14:00 UTC,296.407.315-52,1966-02-15,"Residencial Pedro Henrique da Luz, 71 Vila Nossa Senhora Do Rosário Ápia 64249265 Monteiro / SE",48563-639,59,SE,12,24,2011-04-04 05:16:06+00:00,0.02,5129.28,6535.72,1406.44,444.86,13,5,Validação documentos
527,Yasmin,Rodrigues,tbarros@example.net,PF,2015-08-10 12:14:00 UTC,296.407.315-52,1966-02-15,"Residencial Pedro Henrique da Luz, 71 Vila Nossa Senhora Do Rosário Ápia 64249265 Monteiro / SE",48563-639,59,SE,1578,26,2022-06-21 18:40:39+00:00,0.01,173305.89,224957.59,51651.70,12431.88,15,3,Validação documentos
681,Rafael,Rodrigues,pedro11@example.com,PF,2018-07-23 13:19:00 UTC,391.450.267-34,1943-11-30,"Passarela de Martins, 8 Universo 59745073 Farias do Amparo / SP",43914-408,82,SP,1143,81,2010-12-03 12:36:06+00:00,0.02,61946.48,78942.57,16996.09,1408.37,116,0,Validação documentos
740,Ana Júlia,Rodrigues,peixotomirella@example.com,PF,2019-11-12 12:14:00 UTC,671.825.943-82,1957-09-26,"Viela da Luz, 80 Monte São José 87192675 da Rosa / PB",42264-376,68,PB,1391,5,2021-01-28 07:57:09+00:00,0.02,10855.04,17090.85,6235.81,255.17,90,3,Aprovada
740,Ana Júlia,Rodrigues,peixotomirella@example.com,PF,2019-11-12 12:14:00 UTC,671.825.943-82,1957-09-26,"Viela da Luz, 80 Monte São José 87192675 da Rosa / PB",42264-376,68,PB,1912,17,2016-05-26 17:59:59+00:00,0.02,161208.88,217634.61,56425.73,7865.12,25,0,Aprovada
963,Pietra,Rodrigues,enzo-gabrielgoncalves@example.com,PF,2022-06-13 15:07:00 UTC,916.805.342-89,1966-02-20,"Praça João Gabriel Cunha, 88 Conjunto Minas Caixa 23113-653 Barros da Serra / PB",22647-853,59,PB,1194,54,2011-03-12 23:33:39+00:00,0.01,94802.43,129005.63,34203.20,1760.46,100,6,Enviada
963,Pietra,Rodrigues,enzo-gabrielgoncalves@example.com,PF,2022-06-13 15:07:00 UTC,916.805.342-89,1966-02-20,"Praça João Gabriel Cunha, 88 Conjunto Minas Caixa 23113-653 Barros da Serra / PB",22647-853,59,PB,1899,100,2015-01-31 03:13:39+00:00,0.01,52742.84,68446.29,15703.45,1000.82,104,0,Aprovada
107,André,das Neves,qcunha@example.net,PF,2020-04-19 12:09:00 UTC,983.617.452-46,1984-01-03,Trevo de Novaes Vila Do Pombal 54247-469 Rezende / SE,27706384,41,SE,1411,30,2014-05-16 01:07:04+00:00,0.02,74705.40,118591.27,43885.87,1590.69,95,4,Enviada
107,André,das Neves,qcunha@example.net,PF,2020-04-19 12:09:00 UTC,983.617.452-46,1984-01-03,Trevo de Novaes Vila Do Pombal 54247-469 Rezende / SE,27706384,41,SE,1601,21,2018-01-21 17:23:59+00:00,0.02,38977.17,53357.45,14380.28,4066.90,11,0,Validação documentos
186,Maria Fernanda,das Neves,fariasdavi@example.net,PF,2022-02-21 15:05:00 UTC,673.952.081-02,1996-04-27,Vila Barros Vila Suzana Primeira Seção 23620-328 da Rocha / AP,80368790,29,AP,899,7,2018-07-07 04:36:14+00:00,0.02,81940.15,127497.71,45557.56,2230.04,54,4,Aprovada
186,Maria Fernanda,das Neves,fariasdavi@example.net,PF,2022-02-21 15:05:00 UTC,673.952.081-02,1996-04-27,Vila Barros Vila Suzana Primeira Seção 23620-328 da Rocha / AP,80368790,29,AP,1051,97,2022-10-29 12:50:30+00:00,0.01,45247.52,77025.27,31777.75,1069.97,57,0,Em análise
368,Agatha,das Neves,marina82@example.net,PF,2016-03-03 13:31:00 UTC,285.094.317-79,1995-08-19,"Quadra de Martins, 43 Solimoes 18053489 Freitas / AL",22657-163,30,AL,740,76,2016-09-08 16:32:09+00:00,0.02,13571.68,22966.63,9394.95,371.72,94,6,Aprovada
384,Levi,das Neves,otavio49@example.net,PF,2022-03-10 13:20:00 UTC,860.597.234-38,1968-02-19,"Ladeira Nina da Cunha, 44 Mangabeiras 98491-703 da Costa de da Cruz / MS",20679-948,57,MS,432,28,2017-06-15 20:54:41+00:00,0.01,80997.74,149598.05,68600.31,1966.89,64,5,Enviada
398,Anthony,das Neves,lorenzomoraes@example.com,PF,2022-02-16 14:30:00 UTC,069.243.187-03,1988-11-06,"Alameda Eduardo Silva, 218 Diamante 19328663 Melo / MA",97811-552,37,MA,1699,46,2016-08-20 11:15:30+00:00,0.02,113319.56,180095.69,66776.13,3508.35,64,5,Aprovada
398,Anthony,das Neves,lorenzomoraes@example.com,PF,2022-02-16 14:30:00 UTC,069.243.187-03,1988-11-06,"Alameda Eduardo Silva, 218 Diamante 19328663 Melo / MA",97811-552,37,MA,1712,67,2014-04-18 03:30:23+00:00,0.02,62315.23,77901.30,15586.07,3989.80,20,3,Validação documentos
582,Enzo,das Neves,lucascorreia@example.net,PF,2013-02-21 11:58:00 UTC,390.245.168-89,1969-07-16,"Residencial de Ribeiro, 10 Vila Da Luz 07602-791 Costela da Serra / BA",55858-197,56,BA,386,66,2017-08-11 09:00:05+00:00,0.02,101845.69,140307.85,38462.16,2867.77,56,1,Aprovada
582,Enzo,das Neves,lucascorreia@example.net,PF,2013-02-21 11:58:00 UTC,390.245.168-89,1969-07-16,"Residencial de Ribeiro, 10 Vila Da Luz 07602-791 Costela da Serra / BA",55858-197,56,BA,242,93,2017-10-22 09:29:39+00:00,0.02,87044.83,166828.60,79783.77,2250.33,60,3,Em análise
656,Isabel,das Neves,wpeixoto@example.net,PF,2019-02-20 12:24:00 UTC,915.860.432-42,1963-01-13,"Condomínio Luna Castro, 57 Vila Formosa 96423-311 Rezende de Minas / SP",59101561,62,SP,228,66,2018-08-16 12:06:43+00:00,0.02,151818.29,225788.14,73969.85,8063.22,24,2,Aprovada
694,Sophie,das Neves,agathada-rocha@example.org,PF,2022-04-07 14:35:00 UTC,125.043.687-71,1999-04-29,"Loteamento Campos, 929 Vila Nova Gameleira 3ª Seção 66001725 Correia / PE",26812-022,26,PE,955,93,2012-08-25 22:08:05+00:00,0.02,25248.93,31977.76,6728.83,1932.82,15,6,Enviada
694,Sophie,das Neves,agathada-rocha@example.org,PF,2022-04-07 14:35:00 UTC,125.043.687-71,1999-04-29,"Loteamento Campos, 929 Vila Nova Gameleira 3ª Seção 66001725 Correia / PE",26812-022,26,PE,464,16,2013-12-22 13:25:49+00:00,0.02,170732.31,206277.81,35545.50,4104.74,87,2,Validação documentos
694,Sophie,das Neves,agathada-rocha@example.org,PF,2022-04-07 14:35:00 UTC,125.043.687-71,1999-04-29,"Loteamento Campos, 929 Vila Nova Gameleira 3ª Seção 66001725 Correia / PE",26812-022,26,PE,178,22,2017-08-19 03:46:19+00:00,0.02,67887.72,90968.57,23080.85,1926.60,67,2,Validação documentos
694,Sophie,das Neves,agathada-rocha@example.org,PF,2022-04-07 14:35:00 UTC,125.043.687-71,1999-04-29,"Loteamento Campos, 929 Vila Nova Gameleira 3ª Seção 66001725 Correia / PE",26812-022,26,PE,131,37,2021-01-17 09:28:43+00:00,0.02,101045.70,183975.03,82929.33,7572.35,16,4,Validação documentos
781,Luiz Henrique,das Neves,alvesbruna@example.net,PF,2014-09-23 11:27:00 UTC,459.871.326-73,1975-11-28,"Área da Luz, 68 Vila Pilar 86948582 Mendes / RS",50116-459,50,RS,295,54,2019-05-31 11:50:15+00:00,0.02,154432.60,197437.96,43005.36,5474.28,38,2,Em análise
781,Luiz Henrique,das Neves,alvesbruna@example.net,PF,2014-09-23 11:27:00 UTC,459.871.326-73,1975-11-28,"Área da Luz, 68 Vila Pilar 86948582 Mendes / RS",50116-459,50,RS,1510,7,2018-08-02 23:09:45+00:00,0.02,106652.51,166759.20,60106.69,2865.78,83,4,Validação documentos
862,Kaique,das Neves,leandroporto@example.net,PF,2017-11-07 11:35:00 UTC,297.035.814-04,1949-02-11,Via Jesus Vila Piratininga 32138-209 Fernandes / GO,26806-550,76,GO,1792,82,2012-01-23 08:40:47+00:00,0.02,146702.80,215055.03,68352.23,3086.72,97,1,Enviada
862,Kaique,das Neves,leandroporto@example.net,PF,2017-11-07 11:35:00 UTC,297.035.814-04,1949-02-11,Via Jesus Vila Piratininga 32138-209 Fernandes / GO,26806-550,76,GO,1019,97,2022-01-07 07:17:19+00:00,0.01,103602.21,182932.70,79330.49,3095.69,40,6,Enviada
862,Kaique,das Neves,leandroporto@example.net,PF,2017-11-07 11:35:00 UTC,297.035.814-04,1949-02-11,Via Jesus Vila Piratininga 32138-209 Fernandes / GO,26806-550,76,GO,237,56,2018-05-15 03:08:54+00:00,0.01,78874.82,115096.34,36221.52,1944.94,54,1,Validação documentos
914,Enzo,das Neves,helena00@example.org,PF,2017-11-11 11:08:00 UTC,139.820.675-02,2006-04-28,"Praça da Costa, 42 Olhos D'água 81626230 Novaes / AM",60188-798,19,AM,1989,47,2010-12-10 09:41:23+00:00,0.02,99503.67,198915.94,99412.27,3003.11,54,2,Aprovada
914,Enzo,das Neves,helena00@example.org,PF,2017-11-11 11:08:00 UTC,139.820.675-02,2006-04-28,"Praça da Costa, 42 Olhos D'água 81626230 Novaes / AM",60188-798,19,AM,777,38,2015-03-12 17:02:22+00:00,0.02,38545.16,57307.10,18761.94,861.30,96,4,Em análise
944,Lorenzo,das Neves,fnovaes@example.org,PF,2020-05-09 11:42:00 UTC,076.829.154-20,1985-04-27,"Vila Ana Laura Carvalho, 4 Belmonte 19320100 Melo / BA",55765-821,40,BA,471,98,2012-08-22 15:32:00+00:00,0.02,986.59,1859.96,873.37,19.16,113,3,Enviada
944,Lorenzo,das Neves,fnovaes@example.org,PF,2020-05-09 11:42:00 UTC,076.829.154-20,1985-04-27,"Vila Ana Laura Carvalho, 4 Belmonte 19320100 Melo / BA",55765-821,40,BA,770,21,2015-09-14 16:29:25+00:00,0.02,41278.79,67154.45,25875.66,1636.91,37,5,Validação documentos
944,Lorenzo,das Neves,fnovaes@example.org,PF,2020-05-09 11:42:00 UTC,076.829.154-20,1985-04-27,"Vila Ana Laura Carvalho, 4 Belmonte 19320100 Melo / BA",55765-821,40,BA,1854,86,2010-12-05 00:29:37+00:00,0.02,65194.68,85866.59,20671.91,3450.82,24,0,Validação documentos
139,Júlia,Cavalcanti,ofogaca@example.org,PF,2016-09-23 14:05:00 UTC,798.140.625-02,1997-03-21,"Estação de Cardoso, 56 Dom Silverio 13344012 Ferreira de Cunha / AP",39833273,28,AP,1258,24,2014-02-22 12:31:44+00:00,0.02,64667.96,79608.76,14940.80,4305.58,19,2,Em análise
172,Camila,Cavalcanti,yagodias@example.com,PF,2020-06-20 15:24:00 UTC,054.629.781-11,1958-08-30,"Recanto de Gonçalves, 16 Esperança 61141526 Correia / DF",23385183,67,DF,1999,25,2018-09-23 18:10:17+00:00,0.02,175384.05,231785.51,56401.46,8026.03,30,1,Aprovada
172,Camila,Cavalcanti,yagodias@example.com,PF,2020-06-20 15:24:00 UTC,054.629.781-11,1958-08-30,"Recanto de Gonçalves, 16 Esperança 61141526 Correia / DF",23385183,67,DF,1543,47,2017-02-15 20:01:29+00:00,0.02,97455.12,185670.94,88215.82,2709.97,79,2,Em análise
231,Stella,Cavalcanti,novaesmirella@example.org,PF,2012-06-25 11:43:00 UTC,207.415.369-43,1982-12-15,"Chácara Guilherme Gomes, 2 Paulo Vi 47958-342 Alves de Pinto / AM",30778558,43,AM,426,37,2015-04-25 03:25:28+00:00,0.02,44141.84,62490.81,18348.97,929.99,95,2,Em análise
231,Stella,Cavalcanti,novaesmirella@example.org,PF,2012-06-25 11:43:00 UTC,207.415.369-43,1982-12-15,"Chácara Guilherme Gomes, 2 Paulo Vi 47958-342 Alves de Pinto / AM",30778558,43,AM,684,17,2021-10-27 15:10:18+00:00,0.02,98442.57,177370.84,78928.27,2314.69,96,6,Validação documentos
306,Ana Lívia,Cavalcanti,teixeiraigor@example.org,PF,2012-05-23 12:11:00 UTC,345.170.986-48,1973-05-13,"Jardim de Cardoso, 394 Cenaculo 60649165 Gomes / CE",80854977,52,CE,998,82,2014-05-22 06:34:07+00:00,0.02,83746.16,110506.70,26760.54,2405.39,82,6,Aprovada
400,Maria Sophia,Cavalcanti,nunesenrico@example.org,PF,2018-04-21 15:16:00 UTC,843.692.517-37,1955-04-02,"Ladeira de Teixeira, 19 Savassi 82558-456 Almeida / RS",88267-114,70,RS,1767,16,2021-04-13 20:39:24+00:00,0.01,56569.25,80760.58,24191.33,1338.66,60,3,Em análise
400,Maria Sophia,Cavalcanti,nunesenrico@example.org,PF,2018-04-21 15:16:00 UTC,843.692.517-37,1955-04-02,"Ladeira de Teixeira, 19 Savassi 82558-456 Almeida / RS",88267-114,70,RS,1065,29,2019-07-12 13:08:43+00:00,0.02,91507.72,175569.20,84061.48,3786.78,32,6,Em análise
478,Theo,Cavalcanti,novaesian@example.net,PF,2022-06-03 10:52:00 UTC,026.817.943-31,1944-10-03,Passarela Pires Vila Batik 77077-693 Novaes das Flores / GO,49158046,81,GO,1901,64,2012-08-31 12:42:50+00:00,0.02,152575.42,245759.12,93183.70,3473.00,104,6,Enviada
478,Theo,Cavalcanti,novaesian@example.net,PF,2022-06-03 10:52:00 UTC,026.817.943-31,1944-10-03,Passarela Pires Vila Batik 77077-693 Novaes das Flores / GO,49158046,81,GO,461,61,2014-10-20 07:48:25+00:00,0.02,123276.63,170674.99,47398.36,3332.22,70,5,Aprovada
478,Theo,Cavalcanti,novaesian@example.net,PF,2022-06-03 10:52:00 UTC,026.817.943-31,1944-10-03,Passarela Pires Vila Batik 77077-693 Novaes das Flores / GO,49158046,81,GO,628,73,2012-06-02 04:15:10+00:00,0.02,94742.65,134684.58,39941.93,2960.70,53,5,Aprovada
478,Theo,Cavalcanti,novaesian@example.net,PF,2022-06-03 10:52:00 UTC,026.817.943-31,1944-10-03,Passarela Pires Vila Batik 77077-693 Novaes das Flores / GO,49158046,81,GO,326,30,2020-09-29 02:37:44+00:00,0.02,19627.61,25977.11,6349.50,697.28,46,3,Em análise
478,Theo,Cavalcanti,novaesian@example.net,PF,2022-06-03 10:52:00 UTC,026.817.943-31,1944-10-03,Passarela Pires Vila Batik 77077-693 Novaes das Flores / GO,49158046,81,GO,1816,91,2012-05-09 11:35:12+00:00,0.02,57092.94,78253.63,21160.69,1366.22,109,0,Validação documentos
478,Theo,Cavalcanti,novaesian@example.net,PF,2022-06-03 10:52:00 UTC,026.817.943-31,1944-10-03,Passarela Pires Vila Batik 77077-693 Novaes das Flores / GO,49158046,81,GO,100,94,2014-02-01 02:50:28+00:00,0.02,88908.87,145370.92,56462.05,3316.87,36,1,Validação documentos
514,Carolina,Cavalcanti,souzanoah@example.net,PF,2021-01-20 11:35:00 UTC,643.058.172-17,1943-06-27,"Rodovia Rodrigues, 47 Vila Da Luz 94063221 Barbosa / MS",41606515,82,MS,1879,54,2018-05-23 13:52:53+00:00,0.02,45841.67,74490.50,28648.83,1208.17,62,4,Aprovada
551,Kamilly,Cavalcanti,xcosta@example.com,PF,2018-03-13 11:48:00 UTC,801.765.492-85,1945-08-25,"Fazenda de da Luz, 32 Vila De Sá 46662088 Barros / PB",11817-226,80,PB,478,12,2016-01-06 08:08:03+00:00,0.02,80871.28,113384.93,32513.65,2038.15,98,3,Enviada
551,Kamilly,Cavalcanti,xcosta@example.com,PF,2018-03-13 11:48:00 UTC,801.765.492-85,1945-08-25,"Fazenda de da Luz, 32 Vila De Sá 46662088 Barros / PB",11817-226,80,PB,956,36,2017-11-22 10:39:06+00:00,0.02,37977.11,48504.95,10527.84,693.12,120,3,Enviada
551,Kamilly,Cavalcanti,xcosta@example.com,PF,2018-03-13 11:48:00 UTC,801.765.492-85,1945-08-25,"Fazenda de da Luz, 32 Vila De Sá 46662088 Barros / PB",11817-226,80,PB,208,39,2018-01-02 03:48:45+00:00,0.01,42886.30,82355.14,39468.84,768.37,91,6,Aprovada
